Sentiment,Rating,Review Text
positive,5,agree one reviewers armholes dress big however garment tight around chest area even though chesty lays next body perfectly problematic dont feel like gaping holes area would used like fabric made quite soft hoped comfortable would say medium weighta little expecting flare
positive,5,cant believe much paid topgot free shipping special worth ordered blue love size small fits perfectly peplum tops lately flattering highwaisted jeans usually wear size retailer
positive,5,fits true size size fit perfectly nice quality fits like glove
positive,4,cute top little pricey cotton shirt material arms shouldersarmpit feel little tight loose flowy bust dressy person appears photos cute top jeans leggings length falls hip
positive,4,higher hopes dress perhaps sized forgiving stomach area still love dress look model less thrilled lbs c ordered size small
positive,4,art dress belt back makes interesting
positive,4,tried xs store dont need petite perhaps xxs shorter side great muscular thighs petite whereas regular size hit knee cut away body bit aline fitted colors gorgeous think casual dress like brunch girlfriends example love wish list alter
positive,4,tried usual xs arm holes big dress looked big sure bout ordering petite also may short decided leave one behind material really soft though cut flattering fits recommended lot grey dresses however reference lbs
positive,5,bought yellow green gorgeous flatttering top fits beautifully love top
positive,4,tried yesterday store drawn rich purple color pretty print took usual size lbs fit well leave much room bust around shouldersarms store order petite confident help shape dress bit straighter appears picture didnt gather waist still found flattering im sure get great use
positive,5,love pants ordered mine green retailer definitely offers vanity sizing love super cute comfortable wish colors available great buy
positive,5,super cute dress swingy flattering easy wear pattern great felt like perfect length though im short may short someone taller dress runs big im usually got complaint pockets add unnecessary bulk
positive,5,racetrack bra works arm holes bit large like see model concerned may may tailor tack length good knee length retailer dresses tad short yr old self shape flattering ive weight bum things even though im small back dress hung well clinging derriãre swing shape didnt overly accentuate hips really love dress kn
positive,4,bought return p love order colors
neutral,3,dress pretty well made runs pretty big though would suggest going size
